"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","TotalDiff","Churn","tenure1","MonthlyCharges1"
"2178","Male",0,"Yes","Yes",56,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","2yr","Yes","EC",103.2,5873.75,-94.55,"No","48-60","$96-$120"
"2179","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","Yes","No","No","M-T-M","Yes","CC",50.2,109.25,-8.85,"No","0-12","$48-$72"
"2180","Female",1,"No","No",2,"Yes","Yes","FO","No","No","Yes","No","No","Yes","M-T-M","Yes","EC",88.55,179.25,-2.15,"Yes","0-12","$72-$96"
"2181","Male",0,"Yes","Yes",24,"Yes","Yes","DSL","Yes","No","No","No","No","No","M-T-M","No","EC",54.75,1338.15,-24.15,"Yes","12-24","$48-$72"
"2182","Male",0,"Yes","Yes",46,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.95,862.4,55.3,"No","36-48","$0-$24"
"2183","Male",0,"Yes","No",71,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","EC",116.25,8564.75,-311,"No","60-72","$96-$120"
"2184","Female",0,"No","No",29,"No","Nps","DSL","No","No","No","Yes","No","No","M-T-M","Yes","EC",31.2,926.2,-21.4,"No","24-36","$24-$48"
"2185","Male",0,"Yes","Yes",69,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",24.45,1718.2,-31.15,"No","60-72","$24-$48"
"2186","Male",0,"Yes","No",71,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",84.2,5956.85,21.35,"No","60-72","$72-$96"
"2187","Female",1,"No","No",1,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",91.3,91.3,0,"Yes","0-12","$72-$96"
"2188","Male",1,"Yes","No",56,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",85.65,4824.45,-28.05,"No","48-60","$72-$96"
"2189","Male",0,"No","Yes",56,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","MC",21.2,1238.65,-51.45,"No","48-60","$0-$24"
"2190","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",79.5,79.5,0,"Yes","0-12","$72-$96"
"2191","Female",0,"Yes","No",28,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",25.55,672.2,43.2,"No","24-36","$24-$48"
"2192","Female",0,"Yes","Yes",19,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.2,382.2,1.6,"No","12-24","$0-$24"
"2193","Male",0,"Yes","No",66,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","M-T-M","No","EC",63.85,4264.6,-50.5,"No","60-72","$48-$72"
"2194","Female",0,"Yes","Yes",17,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","1yr","Yes","MC",61.95,1070.7,-17.55,"No","12-24","$48-$72"
"2195","Male",0,"Yes","Yes",52,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",25.75,1345.85,-6.85,"No","48-60","$24-$48"
"2196","Female",0,"No","No",19,"Yes","No","DSL","No","Yes","No","No","Yes","No","1yr","No","EC",58.2,1045.25,60.55,"No","12-24","$48-$72"
"2197","Female",0,"No","No",36,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","1yr","No","BT",85.85,3003.55,87.05,"No","24-36","$72-$96"
"2198","Male",1,"Yes","No",7,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",70.1,467.55,23.15,"Yes","0-12","$48-$72"
"2199","Male",0,"Yes","Yes",72,"Yes","Yes","FO","Yes","Yes","Yes","Yes","No","Yes","1yr","Yes","CC",104.9,7537.5,15.3,"No","60-72","$96-$120"
"2200","Male",0,"Yes","Yes",67,"Yes","Yes","FO","Yes","Yes","Yes","No","Yes","Yes","1yr","Yes","EC",111.3,7482.1,-25,"Yes","60-72","$96-$120"
"2201","Male",1,"No","No",34,"Yes","No","FO","No","Yes","Yes","No","Yes","Yes","1yr","Yes","EC",99.85,3343.15,51.75,"No","24-36","$96-$120"
"2202","Male",1,"Yes","No",57,"Yes","Yes","FO","No","Yes","Yes","No","No","Yes","M-T-M","Yes","BT",95.25,5427.05,2.2,"Yes","48-60","$72-$96"
"2203","Female",0,"Yes","No",7,"Yes","No","FO","No","No","Yes","No","Yes","No","M-T-M","Yes","EC",86.25,587.1,16.65,"Yes","0-12","$72-$96"
"2204","Female",1,"Yes","No",1,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",100.8,100.8,0,"Yes","0-12","$96-$120"
"2205","Male",0,"Yes","No",8,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","BT",19.55,161.15,-4.75,"No","0-12","$0-$24"
"2206","Female",0,"No","No",69,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","2yr","No","EC",104,7028.5,147.5,"No","60-72","$96-$120"
"2207","Female",0,"Yes","No",50,"Yes","Yes","FO","Yes","No","Yes","No","Yes","Yes","1yr","Yes","MC",104.4,5232.9,-12.9,"No","48-60","$96-$120"
"2208","Male",0,"No","No",10,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.5,225.85,-30.85,"No","0-12","$0-$24"
"2209","Female",0,"Yes","Yes",12,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",25.25,274.7,28.3,"No","0-12","$24-$48"
"2210","Female",0,"No","No",14,"Yes","No","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","EC",86.3,1180.95,27.25,"Yes","12-24","$72-$96"
"2211","Female",0,"Yes","No",70,"No","Nps","DSL","Yes","No","Yes","Yes","No","Yes","2yr","Yes","BT",49.85,3370.2,119.3,"No","60-72","$48-$72"
"2212","Female",1,"No","No",64,"Yes","Yes","FO","Yes","No","Yes","Yes","Yes","Yes","M-T-M","Yes","BT",108.95,7111.3,-138.5,"No","60-72","$96-$120"
"2213","Female",0,"Yes","Yes",66,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",89.9,5958.85,-25.45,"No","60-72","$72-$96"
"2214","Female",0,"Yes","Yes",71,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","Yes","CC",82,5999.85,-177.85,"No","60-72","$72-$96"
"2215","Male",1,"No","No",20,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","No","EC",89.95,1648.45,150.55,"No","12-24","$72-$96"
"2216","Male",0,"Yes","No",72,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","2yr","Yes","BT",79.35,5753.25,-40.05,"No","60-72","$72-$96"
"2217","Female",0,"Yes","Yes",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","2yr","No","CC",64.05,4492.9,54.65,"No","60-72","$48-$72"
"2218","Male",0,"Yes","Yes",38,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","CC",101.15,3956.7,-113,"No","36-48","$96-$120"
"2219","Female",0,"No","No",28,"Yes","Yes","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","EC",89.95,2625.55,-106.95,"Yes","24-36","$72-$96"
"2220","Male",1,"Yes","No",17,"Yes","No","FO","No","Yes","No","No","No","No","M-T-M","Yes","EC",76.45,1233.4,66.25,"Yes","12-24","$72-$96"
"2221","Male",0,"No","No",33,"No","Nps","DSL","No","Yes","No","No","Yes","No","1yr","Yes","EC",39.1,1309,-18.7,"No","24-36","$24-$48"
"2222","Female",0,"Yes","Yes",23,"No","Nps","DSL","Yes","No","No","Yes","No","No","2yr","No","MC",34.6,813.45,-17.65,"No","12-24","$24-$48"
"2223","Male",0,"Yes","Yes",58,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","EC",19.55,1108.8,25.1,"No","48-60","$0-$24"
"2224","Female",1,"Yes","No",70,"Yes","Yes","FO","No","Yes","No","Yes","Yes","Yes","2yr","Yes","BT",104.45,7349.35,-37.85,"No","60-72","$96-$120"
"2225","Male",0,"Yes","No",4,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","EC",70.5,294.2,-12.2,"No","0-12","$48-$72"
"2226","Male",0,"Yes","Yes",45,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.35,929.2,-13.45,"No","36-48","$0-$24"
"2227","Male",0,"No","No",10,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70,740,-40,"Yes","0-12","$48-$72"
"2228","Male",0,"Yes","Yes",36,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.45,754.5,-54.3,"No","24-36","$0-$24"
"2229","Male",0,"No","No",54,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","M-T-M","Yes","MC",69.9,3883.3,-108.7,"No","48-60","$48-$72"
"2230","Male",0,"Yes","Yes",23,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","2yr","No","MC",59.7,1414.2,-41.1,"No","12-24","$48-$72"
"2231","Female",0,"Yes","Yes",41,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","1yr","Yes","CC",78.35,3211.2,1.15,"No","36-48","$72-$96"
"2232","Male",1,"No","No",5,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",71.45,371.6,-14.35,"No","0-12","$48-$72"
"2233","Male",0,"Yes","Yes",27,"No","Nps","DSL","No","Yes","Yes","No","No","Yes","1yr","Yes","CC",45.85,1246.4,-8.45,"No","24-36","$24-$48"
"2234","Female",0,"No","No",1,"Yes","No","FO","No","No","No","Yes","Yes","Yes","M-T-M","Yes","EC",95.85,95.85,0,"No","0-12","$72-$96"
"2235","Female",0,"Yes","Yes",67,"No","Nps","DSL","Yes","No","No","Yes","No","No","2yr","No","CC",35.7,2545.7,-153.8,"No","60-72","$24-$48"
"2236","Female",1,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",89.55,6448.85,-1.25,"No","60-72","$72-$96"
"2237","Female",0,"Yes","Yes",56,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",24.95,1468.9,-71.7,"No","48-60","$24-$48"
"2238","Male",0,"Yes","Yes",44,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","EC",24.85,1013.6,79.8,"No","36-48","$24-$48"
"2239","Female",1,"Yes","No",66,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","EC",100.8,6690.75,-37.95,"No","60-72","$96-$120"
"2240","Female",0,"No","No",34,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","1yr","Yes","MC",64.4,2088.75,100.85,"Yes","24-36","$48-$72"
"2241","Female",0,"Yes","No",69,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","2yr","No","BT",105.35,7240.65,28.5,"No","60-72","$96-$120"
"2242","Female",0,"Yes","Yes",1,"Yes","Yes","FO","Yes","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",102.45,102.45,0,"Yes","0-12","$96-$120"
"2243","Female",0,"No","No",40,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.65,830.25,-44.25,"No","36-48","$0-$24"
"2244","Male",0,"Yes","Yes",30,"Yes","Yes","DSL","Yes","No","No","No","No","No","M-T-M","Yes","BT",54.45,1588.7,44.8,"No","24-36","$48-$72"
"2245","Female",0,"No","No",11,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","M-T-M","No","MC",70.5,829.3,-53.8,"No","0-12","$48-$72"
"2246","Female",0,"No","No",15,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","CC",20.1,302.45,-0.95,"No","12-24","$0-$24"
"2247","Male",0,"No","No",11,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",69.35,712.25,50.6,"No","0-12","$48-$72"
"2248","Female",0,"Yes","Yes",64,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",19.8,1336.65,-69.45,"No","60-72","$0-$24"
"2249","Male",1,"Yes","No",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","2yr","No","BT",74.4,5360.75,-3.95,"No","60-72","$72-$96"
"2250","Male",1,"Yes","No",72,"Yes","Yes","FO","Yes","Yes","Yes","Yes","No","No","2yr","Yes","BT",93.05,6735.05,-35.45,"No","60-72","$72-$96"
"2251","Female",0,"No","Yes",1,"Yes","No","DSL","Yes","No","No","No","No","No","M-T-M","No","MC",51.2,51.2,0,"No","0-12","$48-$72"
"2252","Female",0,"No","Yes",15,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","1yr","No","CC",65.6,1010,-26,"No","12-24","$48-$72"
"2253","Female",0,"No","No",60,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","1yr","No","CC",80.55,4847.05,-14.05,"No","48-60","$72-$96"
"2254","Male",0,"No","No",56,"Yes","No","DSL","Yes","No","Yes","No","No","No","1yr","No","MC",52.7,3019.7,-68.5,"No","48-60","$48-$72"
"2255","Female",0,"No","No",8,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.85,161.65,5.15,"No","0-12","$0-$24"
"2256","Female",0,"No","No",3,"Yes","No","FO","No","No","Yes","Yes","No","No","M-T-M","No","CC",80.1,217.55,22.75,"Yes","0-12","$72-$96"
"2257","Female",0,"Yes","No",49,"Yes","Yes","DSL","No","No","No","No","No","No","M-T-M","Yes","CC",52.15,2583.75,-28.4,"No","48-60","$48-$72"
"2258","Female",0,"No","No",2,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",80.2,146.05,14.35,"Yes","0-12","$72-$96"
"2259","Female",0,"No","No",6,"Yes","No","FO","Yes","Yes","Yes","Yes","No","Yes","M-T-M","Yes","BT",98.15,567.45,21.45,"Yes","0-12","$96-$120"
"2260","Male",0,"No","No",70,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",114.95,7711.25,335.25,"No","60-72","$96-$120"
"2261","Male",0,"No","No",12,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","M-T-M","Yes","MC",112.95,1384.75,-29.35,"Yes","0-12","$96-$120"
"2262","Male",1,"Yes","No",52,"Yes","No","FO","Yes","No","Yes","Yes","Yes","Yes","1yr","Yes","BT",104.45,5481.25,-49.85,"No","48-60","$96-$120"
"2263","Female",0,"Yes","No",72,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",113.65,8124.2,58.6,"No","60-72","$96-$120"
"2264","Female",0,"No","No",40,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",20.6,827.3,-3.3,"No","36-48","$0-$24"
"2265","Female",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","MC",70.9,70.9,0,"Yes","0-12","$48-$72"
"2266","Female",1,"No","No",3,"Yes","No","FO","No","No","Yes","No","Yes","No","M-T-M","Yes","EC",86.85,220.95,39.6,"Yes","0-12","$72-$96"
"2267","Female",1,"No","No",40,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",91.55,3673.6,-11.6,"No","36-48","$72-$96"
"2268","Male",0,"No","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","M-T-M","Yes","EC",49.85,49.85,0,"No","0-12","$48-$72"
"2269","Male",0,"Yes","No",30,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","CC",19.8,576.65,17.35,"No","24-36","$0-$24"
"2270","Male",0,"Yes","Yes",23,"Yes","No","FO","Yes","No","No","Yes","Yes","Yes","M-T-M","Yes","EC",99.85,2331.3,-34.75,"Yes","12-24","$96-$120"
"2271","Male",0,"Yes","Yes",1,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",74.5,74.5,0,"Yes","0-12","$72-$96"
"2272","Female",1,"Yes","No",44,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","M-T-M","No","EC",104.15,4495.65,86.95,"No","36-48","$96-$120"
"2273","Male",0,"No","No",65,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",109.15,6941.2,153.55,"Yes","60-72","$96-$120"
"2274","Female",1,"No","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","M-T-M","Yes","EC",48.2,340.35,-2.95,"No","0-12","$48-$72"
"2275","Male",1,"No","No",72,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",25.1,1789.9,17.3,"No","60-72","$24-$48"
"2276","Female",1,"No","No",8,"Yes","Yes","FO","No","No","No","Yes","Yes","Yes","M-T-M","Yes","CC",100.15,908.55,-107.35,"No","0-12","$96-$120"
"2277","Female",0,"No","No",16,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","M-T-M","Yes","CC",65.2,1043.35,-0.15,"Yes","12-24","$48-$72"
"2278","Male",1,"Yes","Yes",66,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","CC",99.5,6822.15,-255.15,"Yes","60-72","$96-$120"
"2279","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","MC",71.55,71.55,0,"Yes","0-12","$48-$72"
"2280","Male",0,"No","Yes",3,"Yes","No","DSL","Yes","No","Yes","No","No","No","M-T-M","No","MC",55.9,157.55,10.15,"No","0-12","$48-$72"
"2281","Male",0,"Yes","No",53,"Yes","Yes","FO","Yes","No","Yes","No","No","Yes","M-T-M","No","EC",93.9,5029.2,-52.5,"Yes","48-60","$72-$96"
"2282","Male",1,"Yes","No",8,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","M-T-M","Yes","CC",64.4,581.7,-66.5,"No","0-12","$48-$72"
"2283","Male",1,"Yes","No",69,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",108.4,7318.2,161.4,"Yes","60-72","$96-$120"
"2284","Female",0,"No","No",5,"Yes","No","FO","No","Yes","No","No","Yes","No","M-T-M","Yes","MC",85.3,420.45,6.05,"No","0-12","$72-$96"
"2285","Female",0,"Yes","Yes",72,"Yes","Yes","FO","Yes","No","Yes","Yes","Yes","Yes","2yr","No","MC",107.45,7576.7,159.7,"No","60-72","$96-$120"
"2286","Female",0,"Yes","No",13,"No","Nps","DSL","No","No","Yes","No","Yes","Yes","M-T-M","Yes","BT",48.75,633.4,0.35,"Yes","12-24","$48-$72"
"2287","Female",0,"No","No",4,"Yes","Yes","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",85.65,321.65,20.95,"Yes","0-12","$72-$96"
"2288","Female",0,"Yes","Yes",54,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",91.3,4965,-34.8,"No","48-60","$72-$96"
"2289","Male",0,"Yes","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","No","BT",85.95,6151.9,36.5,"No","60-72","$72-$96"
"2290","Male",0,"No","No",12,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",106.7,1253.9,26.5,"Yes","0-12","$96-$120"
"2291","Male",0,"No","No",1,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",25.15,25.15,0,"Yes","0-12","$24-$48"
"2292","Male",1,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","EC",45.2,45.2,0,"No","0-12","$24-$48"
"2293","Female",0,"Yes","No",54,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","1yr","No","EC",110.35,5893.15,65.75,"Yes","48-60","$96-$120"
"2294","Male",0,"Yes","Yes",69,"Yes","Yes","FO","No","No","Yes","No","No","No","2yr","Yes","CC",79.2,5420.65,44.15,"No","60-72","$72-$96"
"2295","Female",0,"No","No",48,"Yes","No","DSL","Yes","Yes","No","No","No","No","2yr","No","CC",55.5,2627.35,36.65,"No","36-48","$48-$72"
"2296","Female",0,"Yes","Yes",48,"Yes","Yes","FO","Yes","Yes","No","No","Yes","Yes","1yr","Yes","CC",103.25,5037.55,-81.55,"Yes","36-48","$96-$120"
"2297","Female",0,"Yes","No",8,"Yes","Yes","FO","No","No","No","Yes","No","Yes","M-T-M","Yes","EC",90.25,743.75,-21.75,"No","0-12","$72-$96"
"2298","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","MC",91.25,6589.6,-110.85,"No","60-72","$72-$96"
"2299","Male",0,"No","No",2,"Yes","No","DSL","Yes","No","No","No","No","No","M-T-M","Yes","EC",47.8,92.45,3.15,"Yes","0-12","$24-$48"
"2300","Male",0,"Yes","No",67,"Yes","No","FO","Yes","Yes","No","No","Yes","Yes","1yr","Yes","CC",100.9,6733.15,27.15,"No","60-72","$96-$120"
"2301","Male",0,"Yes","Yes",34,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","BT",97.7,3410,-88.2,"No","24-36","$96-$120"
"2302","Female",0,"No","No",3,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",69.85,199.85,9.7,"No","0-12","$48-$72"
"2303","Female",0,"Yes","Yes",9,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","1yr","Yes","MC",65.6,593.3,-2.9,"No","0-12","$48-$72"
"2304","Male",0,"Yes","Yes",71,"Yes","No","FO","Yes","Yes","Yes","No","Yes","Yes","1yr","Yes","BT",104.65,7288.4,141.75,"No","60-72","$96-$120"
"2305","Male",0,"No","No",57,"Yes","Yes","FO","No","No","No","Yes","Yes","No","2yr","Yes","CC",90.45,5229.8,-74.15,"No","48-60","$72-$96"
"2306","Male",0,"No","No",72,"No","Nps","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",63.7,4464.8,121.6,"No","60-72","$48-$72"
"2307","Female",1,"Yes","Yes",48,"Yes","No","FO","Yes","No","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",104.5,5068.05,-52.05,"No","36-48","$96-$120"
"2308","Male",0,"No","No",18,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",20.1,401.85,-40.05,"No","12-24","$0-$24"
"2309","Male",0,"Yes","Yes",43,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","1yr","Yes","CC",104.3,4451.85,33.05,"No","36-48","$96-$120"
"2310","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",93.25,6688.95,25.05,"No","60-72","$72-$96"
"2311","Male",0,"Yes","Yes",35,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","1yr","Yes","BT",73.45,2661.1,-90.35,"No","24-36","$72-$96"
"2312","Male",0,"No","No",4,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.7,73.05,9.75,"No","0-12","$0-$24"
"2313","Female",0,"Yes","Yes",49,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",25.25,1211.65,25.6,"No","48-60","$24-$48"
"2314","Female",0,"Yes","Yes",71,"Yes","Yes","FO","Yes","Yes","Yes","No","Yes","No","2yr","No","BT",100.5,7030.65,104.85,"No","60-72","$96-$120"
"2315","Male",0,"Yes","Yes",11,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","No","EC",90.6,1020.2,-23.6,"No","0-12","$72-$96"
"2316","Male",0,"Yes","Yes",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","CC",89.4,5597.65,34.55,"No","60-72","$72-$96"
"2317","Female",1,"No","No",65,"Yes","Yes","FO","No","Yes","Yes","No","Yes","No","M-T-M","Yes","BT",95.45,6223.3,-19.05,"No","60-72","$72-$96"
"2318","Female",0,"No","Yes",49,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",20.45,1024.65,-22.6,"No","48-60","$0-$24"
"2319","Female",0,"No","No",29,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","CC",98.6,2933.2,-73.8,"Yes","24-36","$96-$120"
"2320","Female",1,"Yes","No",15,"Yes","Yes","FO","No","No","Yes","Yes","No","No","M-T-M","Yes","EC",83.05,1258.3,-12.55,"Yes","12-24","$72-$96"
"2321","Female",0,"Yes","Yes",4,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","EC",19.95,82.9,-3.1,"No","0-12","$0-$24"
"2322","Female",0,"Yes","No",72,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","1yr","No","CC",109.15,7789.6,69.2,"No","60-72","$96-$120"
"2323","Female",1,"Yes","No",26,"Yes","No","FO","No","No","Yes","No","Yes","No","M-T-M","Yes","CC",85.7,2067,161.2,"No","24-36","$72-$96"
"2324","Female",1,"Yes","No",35,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","No","BT",102.05,3452.55,119.2,"No","24-36","$96-$120"
"2325","Female",0,"No","No",57,"Yes","Yes","FO","No","Yes","No","Yes","No","Yes","1yr","No","EC",94.7,5468.95,-71.05,"No","48-60","$72-$96"
"2326","Male",0,"Yes","Yes",28,"Yes","Yes","DSL","No","Yes","No","No","No","Yes","M-T-M","No","EC",64.4,1802.15,1.05,"No","24-36","$48-$72"
"2327","Female",0,"Yes","No",25,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","MC",26.8,733.55,-63.55,"No","24-36","$24-$48"
"2328","Female",0,"Yes","No",47,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","1yr","Yes","CC",66.05,3021.45,82.9,"No","36-48","$48-$72"
"2329","Female",0,"Yes","Yes",57,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","M-T-M","No","BT",65.2,3687.85,28.55,"No","48-60","$48-$72"
"2330","Male",1,"Yes","No",16,"Yes","Yes","FO","No","No","No","No","Yes","No","M-T-M","Yes","CC",85.05,1391.15,-30.35,"No","12-24","$72-$96"
"2331","Male",0,"No","No",5,"Yes","No","DSL","Yes","No","Yes","No","No","No","M-T-M","Yes","MC",55.8,274.35,4.65,"No","0-12","$48-$72"
"2332","Male",0,"Yes","No",17,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","BT",70.4,1214.05,-17.25,"Yes","12-24","$48-$72"
"2333","Female",1,"No","No",56,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","1yr","Yes","BT",104.75,5510.65,355.35,"Yes","48-60","$96-$120"
"2334","Male",0,"Yes","Yes",72,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",19.95,1322.85,113.55,"No","60-72","$0-$24"
"2335","Female",1,"No","No",21,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",94.25,1973.75,5.5,"Yes","12-24","$72-$96"
"2336","Female",0,"Yes","Yes",48,"No","Nps","DSL","Yes","No","Yes","No","No","Yes","1yr","No","CC",45,2196.3,-36.3,"No","36-48","$24-$48"
